reviewId,final_text,aspek_llm,sentimen_llm
3439d33b-0ad2-4452-a9e0-52b6c8ec83ae,aplikasinya bisa enggak pengajuan pinjaman,functional suitability,2
6be765e8-1a32-4e15-a382-b64ee05fffac,mengirim uang terpotong statusnya tertunda hubungi call centre dibilang kerja tidak penegakkan uang belum statusnya tidak aplikasi buruk,safety,0
4503205b-6e48-41df-91dd-01379b55196b,proses pembukaan rekeningnya juragan,functional suitability,1
4ab362b3-1280-4331-a3f0-d888ff3be7e2,tolong tambahkan fitur power chas,functional suitability,2
a133603e-2492-46a0-8a26-ad874aff5279,ulasan revisi kasih bintang maksimal kemarin update update otomatis apaankita butuh percepatan fleksibel developernya,maintainability,0
c92c64e7-4926-4601-9128-3a44aeb229d9,update bikin menghambat trx pemakaian ram,performance efficiency,0
a417971f-afab-44b3-840c-dce866bfc066,keuntungan aplikasi update,maintainability,1
5845b3a7-789b-4556-88aa-8199b83e8eea,enggak direkomendasikan update enggak bisa,reliability,0
7ff3e97b-3057-4bd8-919c-3f51aaaa64b0,tidak transaksi rekening insentif bulanan dirapel norek dinyatakan tidak aktif bisa gantikan insentif tidak masuk diurus saldo sedot 8500 kali,functional suitability,0
161ad69c-2b5d-42d3-8a5d-c58a18904840,kasih bintang fitur² membantu fitur pinjaman uang belum muncul disaya semoga bisa minjam terdesak situasi trimakasih,functional suitability,1
3cc42a41-1f7f-42b3-bd35-6338b18de175,terimakasih buka rekening ribet tidak antri buka aplikasi,interaction capability,0
a77c29b6-c5df-4ebe-a8d4-db42d3f699b6,aplikasi tidak masak gangguannya kecewa pakai aplikasi,reliability,0
2a736c88-b096-44d4-a5ea-5a0f0294caab,transfer terecord transaksi teratas search susah padahalsudah terrecord,functional suitability,0
33039262-f54f-46a4-baed-2572e1d4af39,masuk gagal error gimana gagal,security,0
10a49b10-3a89-4f96-9948-93ddd854de4c,aplikasi membantu bertransaksi update bikin tidak nyaman update bikin tidak nyaman banget susah dibuka,performance efficiency,0
187790d5-2ea6-48ef-b3ce-4787298a5d4f,pribadi tidak kendala,interaction capability,2
41ee3bc9-c831-4ce1-8bbe-ec9081b2eb4c,aplikasinya okeh pakai tidak trasfer aplikasi danapadahal pakai hape jadul,compatibility,1
25b115c1-e09c-40cf-9b64-a87310b0b403,tidak berkualitas gangguan,reliability,0
4efe3301-ad11-4720-9444-f9834a7b3607,kali buka bisa buru2 buka ulang,performance efficiency,0
71c74ee2-f72b-4af0-b7e0-f90f1dfe8f7b,membatu bidang apapun kemanangatri pembayaran apapun bisa melauli phonsel,functional suitability,1
6294a1f2-4a36-4e2e-9ed4-3f7ed68410ad,ribet top susah kadang2 disuruh malas,interaction capability,0
6a22ce95-2cca-45cd-b444-f87ca6dfd3ff,fitur bayar tagihan tidak bisa,functional suitability,0
1eba8fd9-0608-4327-872a-08085e658d03,simple mudah bertransaksi,functional suitability,1
670f098b-8618-408e-a709-0a70b165cd1d,gangguan ganggu banget pembayaran top wallet mendesak gagal transfer saldo terpotong alhasil kcp urus niat biar praktis merepotkan kecewa,safety,0
95ec21bf-db1b-4f71-9f12-d8a3ed07b68a,pelayananya kurang oprasional terbatas,functional suitability,0
12cbb05d-17ce-41a9-9889-c998090fdf71,disaat urusan urgent notifikasi fitur transaksi tidak tersedia update ditunggu belum kelar transaksinya tolong perbaiki ganti bintang penilaiannya perbaikan,functional suitability,0
062d1c27-9e7b-4152-9cb0-c75baf6ed5d2,tidak bisa transfer top data,security,0
0637d429-96ff-4021-94fe-dd1c6d4ca1f3,aplikasi lelet debat,performance efficiency,0
15aadbe1-adc6-4740-b0a8-4cb3c82ec7f1,tidak bisa login mentok disuruh ngulang password verifikasi wajah terossssga,security,0
3d94e9bd-67dd-47ef-b3c2-44794797841e,bayak gangguan sekarang2,reliability,0
3de707d6-aa7c-4ae8-9dcf-6d835c2cda61,barusan top pln prabayar 200000transaksi gagal saldo rekening terpotonggimana hilang token listrik enggak dapetjadi kapok top pakai hadehhh,safety,0
064c0c81-cea2-4ab6-add4-75a00c4e5b65,kendala jam 2300kadang2 jam 0500huh payah,flexibility,0
58d1759a-77c4-4317-a3c2-e4e6d9bfbaff,aplikasi busuk buruk,functional suitability,0
3cb6cc3f-d344-43da-aeb0-ab5ae95ab179,aplikasinya bagus banget,functional suitability,1
c66fd453-3b3f-4c09-bcfa-098d8227cdb3,woi aplikasi enggak bisa masuk,security,0
8b5cd56c-84bb-4535-a001-bba077f311f9,membantu mengirim cepat,functional suitability,1
fc7bc61d-1d14-4d91-8759-9ae7f52c9b39,lemot mintak perbarui giliran perbarui susah masuk gagal,reliability,0
ecb5d474-a59e-44da-b1bf-01f406474602,aplikasi simpel pembayaran mencari sebelah tidak ketemu ubek ubek aplikasi tutorial yutub mallah mempersulit sekale aplikasinya maaf ditingkatkan,interaction capability,0
25d5e44b-6ac3-43a4-94cf-da01c1953c23,logon lupa password perbarui password memasukan nomor kartu daftar belum kartunya,security,0
7a58bd72-7779-4910-a967-05151fe11896,malam tidak bisa transaksi,functional suitability,0
16e72bc8-7b02-42d0-9791-23edb9c248d4,iya salah kunci kartu debit belum kayak kontak tidak,security,0
272504dc-f6c6-4ea7-a884-5dedf83fe330,tidak bisa login handphone selesai verifikasi menu cabang tidak solusi,security,0
00033cac-e745-4a39-a879-77ff58b9c909,update lemot parah,performance efficiency,0
70799f82-8dab-4488-8a5b-004caa3648d7,aplikasi tampilan bagus rapi simple mematikan biometrik login membuka aplikasi aplikasi tidak terhubung uninstall install saran baiknya aplikasi menyesuaikan pemakai,interaction capability,1
99b512be-41c9-4199-bec1-f522b3916aea,repot pembukaan kartu rekening buruh harian enggak ada pilihan pilih tani suruh mengisi dimana lokasi tani isi mengisi nama perusahaan kocak nama tidak mengerti mengerti isi pilihan tani mengisi alamat nama perusahaan pilihan memilih tani ribet buka rekening tidak ribet,functional suitability,0
81b6b97a-fe88-48e4-b83f-86a18d268d6d,dikit2 suruh update tidak updt tidak bisa pakai beda aplikasi mbanking,functional suitability,0
a6b96d31-4975-4381-b222-fdf646dae0a3,aplikasi tidak fleksibel,flexibility,0
7761e1a4-ba2e-4953-8e22-6a36194d0c12,jepang transfer orang tua tidak bisa kirim tertulis proses belum lanjutkan,flexibility,0
a29c0d90-8651-4b84-ab6d-acc750e1417c,bagus sayangnya duitnya atm kumel dekil tidak kayak atm sebelah,functional suitability,0
86c80744-5e1f-4b20-bd3d-5de2644c9256,please deeeh pembaharuan terooooooos update teroooos buru² buka suruh updateeeeeeee tidak bisa buka tidak update pliiis jangan update updtae mele,maintainability,0
58b9d75b-49cd-465d-8b4f-2d4d70214e46,buruk gara gara handphone instal ulang registrasi fitur pencocokan wajah sulit terdeteksi tidak bisa kamera ketinggalan bangking kemarin registrasi bangking bsi mudah belajar kesalahan,security,0
14703c89-cb1c-4136-a173-b552dcf55f4f,aplikasinya bagus bisa membantu update,functional suitability,1
aab9c28c-5ecd-4ca6-a7d1-98f2d279443e,gangguan susah login,security,0
ced37d1f-334e-4eca-8688-1a0c6e3fc5a1,mandi update dihpkutp kawan jarang disrh update,maintainability,0
52a490d7-1f90-41cb-a353-eea9d3b6cc04,sumber dana tidak bisa bisa cek saldo doang,functional suitability,0
4e399d2a-ff6a-4cf6-b014-8f821916a1b3,susah buka aplikasi,performance efficiency,0
a93491b9-9def-489a-a5d2-177cdb95ba33,update update bikin malas membantu loh,functional suitability,0
6794f08c-a341-4caa-b432-a6b9af99fe32,mudah tampilan menarik,interaction capability,1
b3a734dd-ae2b-4826-8a60-d247207527fe,enggak bisa bukasdh 3hari,security,0
f5d7ad75-d044-4d50-ac91-a7bf67800be9,daptarterus kartu debit buku tabungan belum ambil saldo pulaaplikasi jua kehapus anak login tidak bisa belum ambil kartu nyagmn,security,0
455b2ec8-599e-4b66-93b2-7f0a921806e8,keseringan update bikin tidak nyamanmasa seminggu update,maintainability,0
bc03f21e-4784-4028-bf3a-9acaa1187caa,update bikin repot,maintainability,0
cab72566-41a8-439e-896c-c437583e2718,ganti paswod malas pakai,security,0
621a8b2f-64d5-4c89-b08b-6c71edef86d4,mudah bertransaksi mantaaabh,functional suitability,1
c06a245a-5219-4158-b388-4bbf3281c033,mndiri yth teman transfer mengunakan qris tidak masuk masuk tidak transferan butuh uang uangnya tidak masuk masuk sayang kecew sekli tolong solusinya trimakasih,safety,0
07aa21b2-8e6c-4f01-82bc-bcbda8b46381,tidak bisa dibuka,security,0
ea4cd5af-506d-4a57-a1dd-bf5f48f8a38d,aplikasi kurang memuaskan apdet tidak kayak tidak apdet,maintainability,0
180624c6-9f79-4c57-8f8a-7832ed1407b0,top ewallet kali error urgent menunggu berjam2 tidak bisa diperbaiki,reliability,0
fa25fbc3-34e4-4857-8bfa-e78d94e39b9a,adminnya gagal top pulsa 200 ribu pulsa tidak masuk duot tidak,functional suitability,0
9cdc822a-c182-4ad9-af68-b6a1e45fcb1b,pemeliharaan sistem jam kerja mengapai main slot kah,maintainability,0
e044d9bc-1f3e-48bd-8bdd-66f302342a29,saldo hilangpadahal tidak riwayat transaksi,safety,0
4146d2ac-8d68-488a-bf52-2c7d1f088de3,kebanyakan gangguan susah transfer jdnya,reliability,0
6143043a-3c73-4f1e-80af-2203bd697ca7,offline jam jam 0300 belum bisa dipakai transaksisangat tidak membantu mobile banking,performance efficiency,0
fa7daf34-e9b7-4ac5-bfd5-dbc30c610e5c,aplikasi maintance transfer enggak bisa qris enggak bisa top enggak bisa perbaikan jangan malam parah parah malam gangguan perbaikan jangan,reliability,0
75ab59f1-f1f2-4bed-8a48-877111b7bb2f,buruk jam shubuh gangguan payah,reliability,0
a10d8adf-4f66-41d1-8684-a08650ed4717,apasih subu dikit dikit pembaharuan dikit2 tidak bisa transfer aneh subuh enggak tau orang urgent,maintainability,0
3026a24e-c131-4262-b976-875b895a3f95,malas banget pemeliharaan jam jam krusial jam malam kadang jam kadang jam kadang bentar kadang capek pakai bikin pengin ganti,maintainability,0
44ae4ab7-7ed9-49f0-b07a-7285895211c9,kalaw malam enggak bisa,reliability,0
ff671cdb-8148-489f-9d81-70de4941cc08,enggak perusahaan enggak pakai aplikasi gangguan heran banget aplikasi keuangan performanya buruk gangguan heran,performance efficiency,0
b8ce6d45-952b-4284-99bc-833f9a1b542a,fitur easy using,interaction capability,1
013ece27-3b97-4441-8f96-12269b46ab11,aplikasi kocak beli pulsa saldo kepotong pulsa tidak masuk kocak benerrrr untung transaksi coba nominal gede kelar,safety,0
30c90f97-a594-4ae0-ad8f-1b1d16fe7c67,capek banget update buka aplikasinya,performance efficiency,0
b9f81628-0828-4f0a-b9bd-eb2236c7e89d,mudah aman cepat membantu transaksi,functional suitability,1
31a48ccc-6f15-4399-8786-fcada816ee5f,astaghfirullah sulusi uang uang kirim masuk rekening tujuan kemarin transfer berhasil uang berkurang dilivin tidak masuk kerekening tujuanmohon sarannya,safety,0
1d510e6c-4619-45e9-bf92-5838cbea1c88,pakai wifi tidak bisa pakai paket data bisa,compatibility,0
9018763a-ff4a-4147-8095-67e6649afd21,membantu cum enggak bisa update susah,maintainability,0
06889eae-7d46-4c7d-8fda-4c8b1daaeab4,log susah bgtnomer rekening tertulisnya salah,interaction capability,0
3b9b2d9d-056d-495c-ae32-e4cab1ee25a8,bisa tidak mengaktifkan kartu terblokir tidak transaksi saldo pergi kantor langsung,security,0
44f0ce2d-c884-4018-832f-65e12b6e2bc8,apdet apdet bae hape memorinya tidak kuat,flexibility,0
4df00cd7-de2b-4cda-bbb6-602c67006051,oke aplikasi bikin aplikasi jelek keseringan update,performance efficiency,0
b4d32540-bb82-4f03-b4e8-7580140e2efa,pas memasuki ektp tidak bisa,interaction capability,0
b8077702-8e0e-495d-9077-fe81d4e29dca,aplikasi membantu bertransaksi elektronik,functional suitability,1
794baee7-8ff1-41e7-846d-611e2b5e0c4c,lemot transaksi susah,performance efficiency,0
b08531ac-90d8-47cb-9889-6ea22f9bc961,kemarin enggak bisa buka,reliability,0
0ed5d21f-bf6c-46ea-b0f7-746be595b5d7,buru2 pengin mbaking halaman cover tidak bisa ngapa2in menteleng anteng tidak bisa masuk menu bikin repot,interaction capability,0
6c778ad6-4a23-4f84-829f-5e5f4597705e,aplikasi jelek bangetsusah loginparah tolong perbaiki aplikasinya,security,0
215b47d9-bd88-4878-af02-98defb973f05,daftar susahnya ampun verifikasi muka mental layar,security,0
d94bdddc-9a78-4dc4-b442-38408cd2e00a,diperbarui transfer tidak bisa,functional suitability,0
e544426f-dd47-4060-af63-ea3de567bab6,bersyukur banget aplikasi dibuatsangat membantu,functional suitability,1
af4b046a-2d0e-4a85-9487-b6db3810196f,tidak muncul cek saldo parah kesini update kagak bisa buka,reliability,0
dc9985f7-c9f7-49d2-a4ee-53738b7b061f,parah banget aplikasi tidak bisa buka1 aman sjatpi tidak bisa buka aplikasi tidak paliaksimlah saldo,reliability,0
2e9b12b0-6c98-456f-a535-8861d76547e5,mengalami update aplikasinya,maintainability,0
e1a06ee3-66c0-4f50-b0fd-9e32636d5536,susah top pinjaman,functional suitability,0
4e4bc9f2-8410-425f-8f3a-016333d5a971,pelayanan buruk call center tidak bisa hubungi berbau pertolongon tidak menemukan titik terang buruk buruk buruuukkk,functional suitability,0
c7887e7b-5d29-4bf9-aa17-7454d52cad40,mantul banget proses cepat,performance efficiency,1
dbadc053-902d-4012-9586-c448fd5a8e93,transfer 50rb jam belum masukno rekening tidak salah struk sukses,functional suitability,0
e9ad9ec6-7b24-49ec-ad5d-13b8a3779bfa,susah buka loding mlulu,performance efficiency,0
5ba28cc9-4608-46d6-b82d-d9040afe2bd3,buka aplikasi suruh apdatecapeeekkk,maintainability,0
a15c5308-a19c-4719-81f5-7e32c33eec1d,malam pembaharuan system perbarui cok auto uninstal pindah baca,flexibility,0
6bf35ab3-debc-433f-828f-94cd4866d788,transfer pakai virtual account ribetsusah masukan nama pemberi nomor virtual accountyamisal tokopedia ribet bikin menu virtual account bni simpel masuk menu transferpilih virtual accountmasukan angka yamuncul deh transfer,interaction capability,0
31c4d10e-831d-4368-9b88-29795214eaa0,membantu mengecek saldo tran saksi top,functional suitability,1
c4dbde7d-e2dc-4281-bd7e-ae8054499e3a,kalo bisa batas saldo minimal 10k5k bisa kah,functional suitability,2
2bbbbbdb-a107-444e-b55a-016e1ac32c21,maintenance tidak ber arti,maintainability,0
f774196c-7492-479a-b2fd-2795cc3e4c03,kalo kasih jadwal potongan jangan dirubah2 menarik duit gagal gara-gara adm tangal 2025 enggak jelas lama-lama,flexibility,0
e748547c-6c36-4ff4-b593-8349347a31c8,login tidak bisa2 sandi salah kayak masuk akun mohon bantuan,security,0
f252934d-3a65-4201-a500-87d47d9ee1c5,aplikasinya bagus banget cuman sayang loading masuk aplikasinya mohon perbaiki kecepatan loading bisa pakai kondisi jaringan kurang,performance efficiency,0
e5fc5534-235e-4cf4-a4fa-4216a82d7d51,aplikasi perbankan uncomfortable gagal login dibutuhkan,security,0
25e53d19-6668-42a9-9845-a321f1c1db36,mencoba berkali kali masuk habis langsung kambali,security,0
ebed89d6-8007-4fa2-9734-fdf4093cd748,tidak pilihan paylater pinjaman,functional suitability,0
b73976f0-6f3e-4f83-84f0-b379dba6ab1a,alhamdulillah aplikasi membantu terkadang pas stlg handphone off aplikasi hilang download update termakan pas daerah sulit sinyal,compatibility,0
d3a70071-9402-4c10-9a1d-efda907bae05,bintang aplikasi tidak ratakan pengguna pengguna pitur pinjaman penguna kecewa,functional suitability,0
9c43a282-6af6-4946-b878-30ce6a1cae87,tolong knapa susah dibuka apliksi livinnyabiasanya gampang,interaction capability,2
c2084744-0f56-41da-b659-646bd7f1de08,upgrade tidak syuka,maintainability,0
0417cd3a-30f9-476e-97bf-b4863bd68754,jaminan pemeliharaan terbitnya capek bolak terpaksa amandemen kontrak,maintainability,0
b0c5d44c-1d4e-4c56-979d-e4dd86221488,permudah nasabah senang nice,functional suitability,1
390be019-2898-492e-a3f5-2b188d5962f2,aplikasi speed pelayanan good,performance efficiency,1
b89763b4-a7b3-48bd-8202-a2f27fc3db69,pakai wifi tidak bisa login,security,0
96831f0b-6c65-44e5-9a63-22ed795dbdd3,mohon maaf masukan aplikasi ganti password pin diganti blokir kedepannya semoga,security,0
e9ff320f-c4d1-41e8-bacd-b6ccd29f21d3,logout susah transaksi login memasuki data atm dsb,functional suitability,0
98b5d361-0ba6-4b96-9d15-6c319884ea28,aplikasj keuangab lengkap,functional suitability,1
96fc6c6c-0dc6-41fa-8295-69528d55d309,lemot login mbanking tidak diupdate melulu perubahan tidak signifikan,performance efficiency,0
c6f4aeea-187b-4970-9fdf-3c873e715046,transfer tidak bisa digunakandisuruh memakai tanggal otomatis dirubah,compatibility,0
c5c7e1d1-87d3-4790-a2e0-d08628aca029,aplikasi tidak rekomendasi,functional suitability,0
997de4e1-c17c-4d4d-b7e1-92567e1e07dd,selamat sore lihat kolom komen diperbaharui bukan bagus mempermudah bilang lemot putuskan tidak mengupdate tidak dikeluhkan nasabah kesannya memaksa tidak bisa membuka transaksi muncul update bisa enggak lewati biar bisa transaksi nasabah,performance efficiency,0
035445d1-96a9-4b07-8527-20b9b7a22f43,update update tidak bisa masuk maaf kurangi bintangnya,security,0
2a5e9e1c-691a-4dac-b356-8f5047a8259f,top emoney tidak masuksudah chet call center tidak tanggapanterus coba call center,functional suitability,0
ac80c6c1-8fb3-47d9-8805-af1ba6288894,cuan aplikasi tidak,functional suitability,0
a1e6f733-1899-4893-bc68-60c4d2f09db0,beli pulsa transaksi tertunda belum masuk pulsanya saldo berkurang tolong,safety,0
ceede671-8b25-463e-a1d5-29d21d9a254e,berhasil daftar rekening giliran verifikasi wajah tidak bisa bisa orang bodoh kedip kedip berulang ulang kamera handphone,security,0
668e25f8-af96-4975-ab89-f65d010ee987,update aplikasi lemot mending,performance efficiency,0
63719fef-a6b2-43e5-8ca8-e12887b02f79,update tidak bisa log,security,0
cd3a4498-3676-459f-ab4e-5d65a3a54c8a,membantu mempermudah transaksi dll,functional suitability,1
1eeede93-fc40-47c9-a5f6-704c41b2f4f4,daftar tidak bisa alasan ulang password password beda notifikasinyanyesel gua pakai,security,0
c03f6a21-6361-46b4-b677-8f06a05dfbc4,enak bisa reservasi setortarik tunai aplikasi niatny biar bisa cepat pas lokasi menunggu bahkn jam lokasi tellerny orang jam isomah tinggal lum bawa cekgiro,functional suitability,1
a078deac-a7cc-4159-8adb-176d9b51a785,login ulang ganti handphone suruh memasuki nomor rekening cuman kartu debit belum terima,security,0
85f120d1-89cf-4445-bc70-d9dcea1cf0ec,tetaplah melayani terbaik,functional suitability,1
60e27012-c026-4280-b8f7-f04ddc657f83,buka rekening susahnya masyaallah alasan foto ktp kurang ktp berlaku seumur hidup ktp 2012 berjalan,interaction capability,0
52310fde-785b-4c77-b86f-5b28056b37f2,hapus pergantian kartu oobhanya kartu tidak terbaca kartu customer service gagalkan proses pergantian kartubuang2 nasabah mencari kesalahan sepele gagalkansangat buruksekelas belum bagus layanan onlinesangat buruk,functional suitability,0
2ea461b8-490b-4c5f-8666-cd69c1bb22e5,handphone reset install verifikasi wajah tidak terdeteksi aplikasi perbaiki,security,0
6ad240ee-9517-402f-8931-8f9c4b18ccb2,repot banget update update tidak bisa transfer tidak bisa transaksi,performance efficiency,0
47a99c7c-700e-437a-8981-50c7fe34aef0,membantu bertransaksi online,functional suitability,1
57981fe5-9880-4d32-a21b-7fef575fd7c4,suruh update tolong sistemnya diperbaiki kapasitas upgrade kadang tidak memadai,maintainability,2
209a43b1-3d74-41ec-88db-4c778e1d5bce,kebanyakan update mengganggu aplikasinya tidak beda susah pas butuh cepat update mmc penuh dongkol,performance efficiency,0
ac7ecb3c-a861-4449-a384-25e5c386ecd2,cepat aman bawa oke,safety,1
fa75bb57-b1f1-468d-b60e-49d18d2843e8,aduh suruh updatebuat buka kadang erornya,reliability,0
6dbb2f15-74c6-4fcc-a2c1-d2f831a29ad2,srtelah upgrade susah dibuka diulang2 kali merepotkan buang2,flexibility,0
18b19085-cec5-4379-b27b-ae392a290e1c,aneh aplikasi log ubah pin mending langsung berhasilm tidak gagal buang orang asli terburuk,functional suitability,0
22870695-5ab2-432e-8c8f-e3607275c63a,aplikasi merugikan saldo mengendapnya masyarakat dirugikan,safety,0
6ddeb871-cf4a-4c64-b3be-104fb79777ca,aplikasi buruk pengin diupdate sebulan kali tidak recommended memory terbatas kacau,flexibility,0
eaae0224-4049-4770-8616-673e2957002f,ribet bayar virtual acoun susah cari google suruh klik pembayaran tidak menu bayar klik bayar tidak multy payment tolong perbaiki kayak baca langsung virtual acoun,interaction capability,0
6cf76432-2128-432c-810d-67b05c7c55b1,daftar online kalo atm,functional suitability,1
b3564c0f-a0b7-493b-8198-1ac6fa876def,uninstall bisa buka uninstall aplikasi tidak bisa dibuka cek saldo tidak bisa pokok kecewa,performance efficiency,0
53b8d3e4-8f32-4e21-a862-4868be0a19ba,buruk tidak memudahkan menyusahkan maret tagihan kali tidak habis ngereview nomor kartu tidak bisa aplikasi,functional suitability,0
790e559a-5c36-47bb-b289-ff624f8ecbb2,tidak baguskarena suka jebol kuncinya,security,0
99678e9d-97ff-44c1-8b62-e037a4b90551,layanan transaksi tidak jam,functional suitability,0
c9c28002-22d8-43b8-82a1-8dd43cd5a071,kalo offline tidak bisa login jangan login offline tolong perbaiki sistemnya,security,0
b5858ede-d5fd-42ba-af9d-9a6e6b75c878,salah mbanking enggak jelas gangguan mulukapok deh pakai,reliability,0
4e5c0cbd-f938-4fd7-bbe9-a06518d73bd5,minimal saldo pendam,functional suitability,0
0be8cd34-89e7-4f0f-9619-b4295be6423d,parah payah jam 2300 0300 pemeliharaan rutin transaksi terhambat pemeliharaan malam online jam,performance efficiency,0
d0cc713a-7ed4-4505-bb05-8e8b6f0217da,transfer gagal urgent banget,functional suitability,0
34aa97ae-cc6f-4a01-adfa-4ba7234845c5,semoga harapan orang,interaction capability,2
a7aa4a16-9611-4108-b6ed-3ddcc9297ed5,ketiga login enggak bisa,security,0
576e898a-2179-42b4-868c-ea3372c0d450,saran jangan update jujur mengganggu fitur lumayan oke keren,maintainability,0
2c75f90c-2155-42d8-9f7b-0530d5137ec8,kecewa disaat butuh tranfer cepat proses tidak dilanjutkan tinggalkan halaman internet stabil wifi lancar saldo aman tidak mencapai limit tidak bisa transfer,functional suitability,0
dc8db945-13fd-4876-8339-d4aafe23e56b,tidak bisa updatesdh coba ber tidak bisa update,maintainability,0
d67a4019-5c74-410f-8650-5a61571879ba,memudahkan banget menu menunya transaksi anti ribet ribet club,interaction capability,1
98274bf2-ea73-442a-b649-ccfe05e598d4,susah transfer disuruh perbaiki penanggalan otomatis handphone disetting otomatis bulak huft mengecewakan,compatibility,0
fc5d1cb9-dd54-4643-b6f3-317587e1efb9,andai bukan peraturan perusahaan mewajibkan atm mengambil gaji tidak pakai atm sekalih transfer aplikasi atm tranferan tidak penerima tidak bagusnya saldo berkurang belum uang butuhkan,functional suitability,0
55c43694-4cd4-4e69-a8c3-b7467205a065,koleksi baju muslimnya bagus bagus,interaction capability,1
02d416d8-9411-436b-b390-0188e11dbbb8,aplikasi memudahkan transaksi nasabah,functional suitability,1
009a9744-c191-4e10-b915-00dbdfafaa26,bagus susah loging muter2 kayak gasing,performance efficiency,0
c8062dd6-6a7a-49c7-bc39-a36388678ba5,error tidak bisa dibuka pesan setting,reliability,0
7af26469-980f-4525-9c0f-de02e0df7f9e,tolong dikoreksi terkadang login susah,security,2
bd3b2301-b8d7-4b46-8979-9477e7762eb7,membuka seng lelet berbalik logo aplikasi,performance efficiency,0
679062b5-4692-4ef2-93cb-13bc7e99ad5b,aplikasi tidak bisa butuh cepat update sizenya tidak,maintainability,0
dcd8631d-5b8d-4886-8cb7-315b07cf3f19,tidak bisa buka rekening,functional suitability,0
702249e5-6b6f-44fd-b961-60237e54c8f7,disuruh update tidak berhasil bikin sulit nasabah,functional suitability,0
1d2ac6e8-0cce-4cb0-bd68-7eb475462a11,update 190 aplikasi crash enggak bisa dibuka,reliability,0
62c4f671-73d1-459b-98a5-de71ecf5a1a5,maaf cuman bisa kasih bintang install aplikasi login gagal update login gagal update login gagal aplikasi tidak support dibeberapa tipe ponsel devicerealmec2,compatibility,0
9140d1ea-8725-4bdd-8c44-0546fc446885,mohon dibantu transaksi reversal siang belum dana masuk rekening dana hasil kerja grab kemarin aman aman transfer hubungi email tidak,functional suitability,0
0ed754d3-6d6b-4f8d-81cc-9efd8c296f80,kendala program tidak muncul licin,reliability,0
8f600853-2096-4aa8-878a-7fed8c614738,thr belum masuk mohon dibantu jawa,functional suitability,0
e57c4437-351c-478b-bc1e-d24916b0bb5a,tidak bisa dibuka aplikasinya force close,reliability,0
14a0f21a-5717-4311-9fa3-29e6526ad228,peraturan merugikan dana topup berhasil terpotong belum masuk merchant laporan disuruh menunggu kerja seburuk pelayanannya suruh kirim email tidak balasan parah banget penangannya lambat,functional suitability,0
182270ab-347a-47ed-aed5-5c504ceacea3,kakak tidak bisa buka,security,0
6ca8685e-3f77-44fc-ae4e-67d9b1b207bf,bikin tidak nyaman tidak buka suruh update hbsin memori,flexibility,0
ec97f4d1-b530-42fb-9f4c-4b6e55365af6,jam jam tidak bisa dipakai transaksi kejebak kartu kredit mengomongnya tidak aktif aktifkan terpaksa tidak berhenti mengomong telp kartu dikirimkan rumah dibatam transaksi debit taunya pakai kredit tidak perbedaan transaksi kartu tabungan kartu kredit tidak kau kredit aktif bayar 27500 perbulan,functional suitability,0
e8f93b72-2739-4d83-8a88-c8bef201c584,aplikasi ribet tidak berfungsi tidak login mesti verifikasi memasukan data mutar,security,0
c8f3ad00-3536-42bb-802e-a89e7341829f,aplikasi tidak bisa diakses pemakaiansudah clear cachebersih sampahinstal ulang kalirestart hphapus aplikasi tidak terpakai setel pabrik tidak bisa diakses diinstal ulang lgsudah langsung bingungvia email sudahvia customer service tidak aplikasinya,reliability,0
f46ca538-77d3-4dba-a275-bb463113e873,fungsi update aplikasi kayak tidak deh error keluhan pengguna tidak bisa transaksi suruh pengaturan tanggal otomatis otomatis otomatis otomatis butuh tindakan responsif bukan balasan suruh pengaturan tanggal otomatis customer service suruh melakukannya berulang² hasil gagal,compatibility,0
b9f06183-858d-4a30-ae00-93f54a718def,aplikasi cuman kadang update,maintainability,0
4d3c5a5d-d6d1-475a-af88-2093006ab76d,tidak bisa dibuka,reliability,0
a812e9fc-12a3-42ca-8a2f-769f5bcec0b0,good application thank you,functional suitability,1
1bd60b1d-02be-47e0-9ce7-a62c6f6e0bb4,bug tidak bisa dibuka update,reliability,0
ae944e75-bdfc-491b-bf08-7f7e9e64a652,tidak bisa masuk,security,0
fa124eee-deeb-4c78-aad8-80f23e1bfab0,tidak ksm mohon infonya,functional suitability,2
ff73fa51-24c5-486e-9bac-8f46e8285549,pengin instal pengalaman buruk emoney topup emoney dipelabuhan lembar lombok tidak masuk masuksudah lapor cabang terdekat topup tidak solusi detik initerpaksa iklaskan uang hilang bukan nominalnya sla handling complain tidak jalansemoga kedepan bisa profesional,safety,0
61f5ac8f-472f-4e4b-a5b3-fa8a3ca630e8,saldo tersedot saldo tertahan juta konfirmasi yaaaaaaaa,safety,0
cbdf7a5b-7f8f-4217-a559-48a0acdac234,siang buka tidak bisa suruh update update tidak bisa terbuka aplikasi cek saldo transfer susah tidak memudahkan bikin sulit,functional suitability,0
b7b98028-bfcb-4018-89a1-f3b6838b0430,tgl26 maret 2024 aplikasinya tidak bisa buka dklik tidak bergerakpadahal dibutuhkan tolong penjelasannya mks gbu,functional suitability,2
d1dfe3f0-1819-43b0-88ba-cf1f3559d96e,aplikasi berat tidak bisa peripikasi email,performance efficiency,0
e6f239e4-2b0d-4a0b-b47b-c5e469e98e07,bug tidak bisa dibuka aplikasinya klik aplikasi langsung ngeclose,reliability,0
